Acronicta_aceris_ShxC	ShxC
Acronicta_aceris_ShxD	ShxD
Acronicta_aceris_Ubx	Ubx
Acronicta_aceris_abd-A	abd-A
Acronicta_aceris_ftz	ftz
Acronicta_aceris_lab	lab
Acronicta_aceris_zen	zen
Ypsolopha_scabrella_Abd-B	Abd-B
Ypsolopha_scabrella_Antp	Antp
Ypsolopha_scabrella_Dfd	Dfd
Ypsolopha_scabrella_Pb	Pb
Ypsolopha_scabrella_Scr	Scr
Ypsolopha_scabrella_ShxA	ShxA
Ypsolopha_scabrella_ShxB	ShxB
Ypsolopha_scabrella_ShxC	ShxC
Ypsolopha_scabrella_ShxD	ShxD
Ypsolopha_scabrella_Ubx	Ubx
Ypsolopha_scabrella_abd-A	abd-A
Ypsolopha_scabrella_ftz	ftz
Ypsolopha_scabrella_lab	lab
Ypsolopha_scabrella_zen	zen
Amphipyra_berbera_Abd-B	Abd-B
Amphipyra_berbera_Antp	Antp
Amphipyra_berbera_Dfd	Dfd
Amphipyra_berbera_Scr	Scr
Amphipyra_berbera_ShxA	ShxA
Amphipyra_berbera_ShxB	ShxB
Amphipyra_berbera_ShxC	ShxC
Amphipyra_berbera_ShxD	ShxD
Amphipyra_berbera_Ubx	Ubx
Amphipyra_berbera_abd-A	abd-A
Amphipyra_berbera_ftz	ftz
Amphipyra_berbera_lab	lab
Amphipyra_berbera_zen	zen
Apamea_monoglypha_Abd-B	Abd-B
Apamea_monoglypha_Antp	Antp
Apamea_monoglypha_Dfd	Dfd
Apamea_monoglypha_Scr	Scr
Apamea_monoglypha_ShxB	ShxB
Apamea_monoglypha_ShxB1	ShxB
Apamea_monoglypha_ShxD	ShxD
Apamea_monoglypha_ShxD1	ShxD
Apamea_monoglypha_ShxD2	ShxD
Apamea_monoglypha_Ubx	Ubx
Apamea_monoglypha_abd-A	abd-A
Apamea_monoglypha_ftz	ftz
Apamea_monoglypha_lab	lab
Apamea_monoglypha_zen	zen
Aporia_crataegi_Abd-B	Abd-B
Aporia_crataegi_Antp	Antp
Aporia_crataegi_Dfd	Dfd
Aporia_crataegi_Pb	Pb
Aporia_crataegi_Scr	Scr
Aporia_crataegi_ShxA	ShxA
Aporia_crataegi_ShxA1	ShxA
Aporia_crataegi_ShxA2	ShxA
Aporia_crataegi_ShxA3	ShxA
Aporia_crataegi_ShxA4	ShxA
Aporia_crataegi_ShxC	ShxC
Aporia_crataegi_Ubx	Ubx
