Species	Intergenic_dist
MamBras	295379
MamBras	271512
MamBras	290188
MamBras	85584
MamBras	63394
MamBras	69446
MamBras	80301
MamBras	8354
MamBras	3860
MamBras	2753
MamBras	2708
MamBras	6577
MamBras	105138
MamBras	163170
MytFerr	401919
MytFerr	354042
MytFerr	407078
MytFerr	124718
MytFerr	92397
MytFerr	94526
MytFerr	112075
MytFerr	18370
MytFerr	16777
MytFerr	9482
MytFerr	10694
MytFerr	6704
MytFerr	8804
MytFerr	8741
MytFerr	12864
MytFerr	8234
MytFerr	34887
MytFerr	5156
MytFerr	3358
MytFerr	25634
MytFerr	29906
MytFerr	1148
MytFerr	8153
MytFerr	1160
MytFerr	16324
MytFerr	1013
MytFerr	1148
MytFerr	4681
MytFerr	17079
MytFerr	1172
MytFerr	7191
MytFerr	1181
MytFerr	4377
MytFerr	116862
MytFerr	265143
MytImpu	388548
MytImpu	358044
MytImpu	393523
MytImpu	130926
MytImpu	98786
MytImpu	110212
MytImpu	105886
MytImpu	5677
MytImpu	95218
MytImpu	21284
MytImpu	12526
MytImpu	6810
MytImpu	25761
MytImpu	13051
MytImpu	1464
MytImpu	20831
MytImpu	12251
MytImpu	1469
MytImpu	6411
MytImpu	11323
MytImpu	16888
MytImpu	17247
MytImpu	20439
MytImpu	3145
MytImpu	6856
MytImpu	17118
MytImpu	17091
MytImpu	1464
MytImpu	20732
MytImpu	14380
MytImpu	1418
MytImpu	6507
MytImpu	11404
MytImpu	14459
MytImpu	1468
MytImpu	4884
MytImpu	19279
MytImpu	12889
MytImpu	1469
MytImpu	6426
MytImpu	11417
MytImpu	19341
MytImpu	3020
MytImpu	5866
MytImpu	29016
MytImpu	1468
MytImpu	19344
MytImpu	18902
MytImpu	21522
MytImpu	12236
MytImpu	22231
MytImpu	12793
MytImpu	3823
MytImpu	6486
MytImpu	3977
MytImpu	3213
MytImpu	24396
MytImpu	14174
MytImpu	1010
MytImpu	120705
MytImpu	337434
OchPlec	316463
OchPlec	290456
OchPlec	323766
OchPlec	98105
OchPlec	72638
OchPlec	72645
OchPlec	87456
OchPlec	10386
OchPlec	2720
OchPlec	2999
OchPlec	5138
OchPlec	111876
OchPlec	207150
XesCnig	335884
XesCnig	286664
XesCnig	316839
XesCnig	99842
XesCnig	76997
XesCnig	85994
XesCnig	83310
XesCnig	6041
XesCnig	2265
XesCnig	3405
XesCnig	4632
XesCnig	112134
XesCnig	233817
XesXant	346783
XesXant	333126
XesXant	352711
XesXant	140770
XesXant	77035
XesXant	88231
XesXant	92122
XesXant	3401
XesXant	3678
XesXant	3040
XesXant	5183
XesXant	111511
XesXant	285541
NocPron	289963
NocPron	262870
NocPron	290297
NocPron	91827
NocPron	62195
NocPron	72232
NocPron	77680
NocPron	4626
NocPron	9829
NocPron	4867
NocPron	5626
NocPron	1328
NocPron	8481
NocPron	3005
NocPron	3781
NocPron	7293
NocPron	100299
NocPron	155703
NocJant	295747
NocJant	263243
NocJant	298717
NocJant	90881
NocJant	61876
NocJant	67727
NocJant	78710
NocJant	8706
NocJant	6413
NocJant	6219
NocJant	4540
NocJant	2657
NocJant	4168
NocJant	3061
NocJant	7802
NocJant	6990
NocJant	6029
NocJant	7140
NocJant	6197
NocJant	97884
NocJant	163998
NocFimb	297428
NocFimb	259137
NocFimb	289587
NocFimb	91839
NocFimb	64991
NocFimb	72145
NocFimb	77626
NocFimb	21261
NocFimb	10599
NocFimb	10599
NocFimb	10656
NocFimb	10599
NocFimb	10645
NocFimb	14235
NocFimb	10599
NocFimb	10652
NocFimb	10598
NocFimb	10598
NocFimb	10652
NocFimb	10599
NocFimb	10599
NocFimb	10599
NocFimb	10552
NocFimb	10652
NocFimb	10657
NocFimb	10651
NocFimb	10595
NocFimb	10596
NocFimb	10590
NocFimb	10561
NocFimb	10600
NocFimb	10596
NocFimb	10599
NocFimb	10594
NocFimb	8311
NocFimb	841
NocFimb	5154
NocFimb	5154
NocFimb	5124
NocFimb	18544
NocFimb	3399
NocFimb	3394
NocFimb	3033
NocFimb	1403
NocFimb	1644
NocFimb	1407
NocFimb	1634
NocFimb	1405
NocFimb	3427
NocFimb	4370
NocFimb	10794
NocFimb	11227
NocFimb	13235
NocFimb	11129
NocFimb	13746
NocFimb	20628
NocFimb	16416
NocFimb	17581
NocFimb	33273
NocFimb	15112
NocFimb	13989
NocFimb	12098
NocFimb	11282
NocFimb	12651
NocFimb	14143
NocFimb	17236
NocFimb	18312
NocFimb	25724
NocFimb	97659
NocFimb	153392
PhlMeti	295467
PhlMeti	270919
PhlMeti	305753
PhlMeti	96078
PhlMeti	68244
PhlMeti	74621
PhlMeti	89355
PhlMeti	4061
PhlMeti	2167
PhlMeti	2821
PhlMeti	4585
PhlMeti	101708
PhlMeti	169030
GriApri	295794
GriApri	288454
GriApri	332824
GriApri	104876
GriApri	70070
GriApri	74311
GriApri	98761
GriApri	2780
GriApri	1478
GriApri	2717
GriApri	3958
GriApri	109266
GriApri	192415
DryErem	299159
DryErem	284201
DryErem	321172
DryErem	105066
DryErem	69975
DryErem	73733
DryErem	106935
DryErem	2628
DryErem	1520
DryErem	2717
DryErem	4485
DryErem	109626
DryErem	199623
ApaMono	299036
ApaMono	275532
ApaMono	312354
ApaMono	92483
ApaMono	69904
ApaMono	73899
ApaMono	86753
ApaMono	7761
ApaMono	8917
ApaMono	1176
ApaMono	8415
ApaMono	5759
ApaMono	11219
ApaMono	18959
ApaMono	806
ApaMono	806
ApaMono	772
ApaMono	803
ApaMono	806
ApaMono	768
ApaMono	808
ApaMono	763
ApaMono	772
ApaMono	14447
ApaMono	8053
ApaMono	815
ApaMono	763
ApaMono	807
ApaMono	808
ApaMono	740
ApaMono	787
ApaMono	7114
ApaMono	810
ApaMono	763
ApaMono	807
ApaMono	786
ApaMono	814
ApaMono	801
ApaMono	808
ApaMono	808
ApaMono	707
ApaMono	787
ApaMono	7797
ApaMono	810
ApaMono	769
ApaMono	801
ApaMono	786
ApaMono	814
ApaMono	801
ApaMono	808
ApaMono	808
ApaMono	707
ApaMono	787
ApaMono	7805
ApaMono	810
ApaMono	763
ApaMono	807
ApaMono	786
ApaMono	814
ApaMono	801
ApaMono	808
ApaMono	808
ApaMono	707
ApaMono	787
ApaMono	8017
ApaMono	786
ApaMono	814
ApaMono	801
ApaMono	808
ApaMono	786
ApaMono	808
ApaMono	786
ApaMono	808
ApaMono	807
ApaMono	808
ApaMono	786
ApaMono	808
ApaMono	763
ApaMono	769
ApaMono	789
ApaMono	16100
ApaMono	8289
ApaMono	14659
ApaMono	811
ApaMono	769
ApaMono	801
ApaMono	786
ApaMono	808
ApaMono	810
ApaMono	763
ApaMono	807
ApaMono	786
ApaMono	808
ApaMono	808
ApaMono	808
ApaMono	740
ApaMono	787
ApaMono	5974
ApaMono	810
ApaMono	763
ApaMono	807
ApaMono	786
ApaMono	814
ApaMono	801
ApaMono	814
ApaMono	801
ApaMono	786
ApaMono	814
ApaMono	801
ApaMono	808
ApaMono	808
ApaMono	814
ApaMono	801
ApaMono	785
ApaMono	733
ApaMono	21193
ApaMono	5958
ApaMono	6030
ApaMono	843
ApaMono	3246
ApaMono	5174
ApaMono	12197
ApaMono	17763
ApaMono	793
ApaMono	746
ApaMono	776
ApaMono	676
ApaMono	317
ApaMono	5996
ApaMono	793
ApaMono	792
ApaMono	772
ApaMono	763
ApaMono	813
ApaMono	762
ApaMono	807
ApaMono	781
ApaMono	4945
ApaMono	5328
ApaMono	4973
ApaMono	14294
ApaMono	795
ApaMono	817
ApaMono	760
ApaMono	749
ApaMono	761
ApaMono	780
ApaMono	9031
ApaMono	317
ApaMono	763
ApaMono	788
ApaMono	762
ApaMono	802
ApaMono	765
ApaMono	4982
ApaMono	793
ApaMono	792
ApaMono	769
ApaMono	763
ApaMono	763
ApaMono	813
ApaMono	763
ApaMono	805
ApaMono	784
ApaMono	11652
ApaMono	4436
ApaMono	4987
ApaMono	9928
ApaMono	1630
ApaMono	6514
ApaMono	9401
ApaMono	849
ApaMono	110482
ApaMono	186536
MesFuru	350715
MesFuru	322288
MesFuru	405982
MesFuru	119622
MesFuru	90018
MesFuru	98082
MesFuru	125863
MesFuru	6188
MesFuru	1900
MesFuru	2641
MesFuru	5794
MesFuru	117977
MesFuru	233761
HydMica	311993
HydMica	289755
HydMica	322945
HydMica	90826
HydMica	72988
HydMica	75503
HydMica	89783
HydMica	3692
HydMica	1704
HydMica	2769
HydMica	6003
HydMica	106496
HydMica	173273
CosTrap	406638
CosTrap	330343
CosTrap	399832
CosTrap	134475
CosTrap	87213
CosTrap	91792
CosTrap	123835
CosTrap	2936
CosTrap	3420
CosTrap	2864
CosTrap	3750
CosTrap	143441
CosTrap	368233
AteCent	355181
AteCent	341755
AteCent	386593
AteCent	121083
AteCent	75751
AteCent	93088
AteCent	117786
AteCent	3413
AteCent	2125
AteCent	3157
AteCent	5365
AteCent	125444
AteCent	242803
EupTran	282024
EupTran	251169
EupTran	291414
EupTran	87109
EupTran	62985
EupTran	108138
EupTran	72616
EupTran	4161
EupTran	1774
EupTran	3139
EupTran	4389
EupTran	85902
EupTran	155058
OmpLuno	308815
OmpLuno	273508
OmpLuno	322152
OmpLuno	93908
OmpLuno	69475
OmpLuno	81974
OmpLuno	86777
OmpLuno	3012
OmpLuno	1479
OmpLuno	2810
OmpLuno	4632
OmpLuno	108286
OmpLuno	214035
AgrCirc	312932
AgrCirc	275607
AgrCirc	318775
AgrCirc	100347
AgrCirc	73497
AgrCirc	79881
AgrCirc	88017
AgrCirc	4936
AgrCirc	1830
AgrCirc	3173
AgrCirc	4013
AgrCirc	107607
AgrCirc	170974
AgrMaci	320068
AgrMaci	287895
AgrMaci	322648
AgrMaci	95228
AgrMaci	67197
AgrMaci	71344
AgrMaci	78541
AgrMaci	4029
AgrMaci	1478
AgrMaci	2816
AgrMaci	3445
AgrMaci	101424
AgrMaci	201380
